rowid;categoria;sku;marca;preco;img
1316;panificacao;914;Pão Brioche Concentrado Industrial 10KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115670859/1673493729.jpg
1317;panificacao;779;Pão De Minuto 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115670814/7c39f34653.jpg
1318;panificacao;1114;Cavaquinho Adimix 2 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115670789/c4b32dcd56.jpg
1319;panificacao;393;Pão de Ovos 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115670737/c127a09653.jpg
1320;panificacao;910;Pão Australiano Concentrado Industrial 10kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115668533/989b50423c.jpg
1321;panificacao;1625;Melhorador Enzipan - 40X250 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/114122634/3578d48558.jpg
1322;panificacao;448;Fermento Seco Instantâneo Levapan 500 G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/114110042/5d11660b10.jpg
1323;panificacao;244;Forma Panetone 100 g Pacote com 100 Unidades;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/114053169/ddbd4f9c2f.jpg
1324;panificacao;775;Essência Panetone Arcolor 960 ML;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113897141/6918938237.jpg
1325;panificacao;769;Essência Coco Arcolor 960 ML;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113897108/aa54c08102.jpg
1326;panificacao;1278;Leite de Coco AdelCoco 500ML;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113888814/6c3bf3a01e.jpg
1327;panificacao;1333;Pão Italiano 10 Kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113766190/1fec7556dd.jpg
1328;panificacao;1332;Pão de Milho 10 Kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113766189/4993181c02.jpg
1329;panificacao;1331;Pão Australiano 10 kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113766187/ac5f647a8b.jpg
1330;panificacao;1330;Pão de Batata 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113766184/27c1bcc51f.jpg
1331;panificacao;1327;Pão Ciabatta 10 Kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113766178/5c7ab25639.jpg
1332;panificacao;368;Margarina Coamo 50% Com Sal 14;5 kg;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113004346/8df99783dc.jpg
1333;panificacao;1156;Biscoito Polvilho 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112825173/150d9b82ed.jpg
1334;panificacao;1135;Pão de Laranja 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112825156/f0263d63d6.jpg
1335;panificacao;1134;Blim 20 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112825147/5792087c99.jpg
1336;panificacao;1133;Pão Brioche 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112825133/ab989e4762.jpg
1337;panificacao;1131;Chipa 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112825118/16f9c8b2a7.jpg
1338;panificacao;1096;Pão de Alho 12;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112825003/cb7c48e431.jpg
1339;panificacao;1095;Pão de Cebola 12;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824982/7a0dfce83e.jpg
1340;panificacao;1094;Pão de Batata 12 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824963/abbbe97a66.jpg
1341;panificacao;1093;Pão de Mandioquinha 10KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824941/14216aad38.jpg
1342;panificacao;1090;Pão de Leite 12KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824923/20165960cd.jpg
1343;panificacao;1089;Broa de Milho 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824906/10c5b47817.jpg
1344;panificacao;1083;Mix Salgadinho 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824862/934c36e198.jpg
1345;panificacao;1051;Anti Mofo Diluído 5 LTS;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/112824842/fab2abfd8a.jpg
1346;panificacao;1969;Pão Super Macio 5;01 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111786381/97ae5c90bf.jpg
1347;panificacao;1399;Pão Semi Italiano 5 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111786316/bc7e83268a.jpg
1348;panificacao;1694;Pão Ciabatta 5;01 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111786255/e3213a4ae5.jpg
1349;panificacao;1293;Goiabada Ralston Bloco Forneável 7KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111477699/644001922b.jpg
1350;panificacao;1168;Chocolate Em Pó 32% Mavalério 1;05 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111422071/7d75d88beb.jpg
1351;panificacao;1302;Coco Ralado Ameripan Fino 1 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111328754/7c275720ea.jpg
1352;panificacao;685;Coco Ralado Importado Médio - 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111328689/c702894640.jpg
1353;panificacao;684;Coco Ralado Importado Fino - 10 KG;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111328682/0e34ba173a.jpg
1354;panificacao;1109;Creme Culinário Leco 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/111292683/a8d8d4794d.jpg
1355;panificacao;1113;Fondant Pronap 2;5 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/102660675/557813a2b0.jpg
1356;guloseimas;2429;GOMA DE MASCAR TRIDENT HERBAL CAIXA - 21X8GR;R$ 37;https://cdn.awsli.com.br/300x300/1284/1284671/produto/263980106/trident-herbal-5s---ds-c-21unx8g-1wqbxqjhit.JPG
1357;guloseimas;2476;Biscoito Recheado Trakinas Chocolate 126G;R$ 2;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129116/1453_biscoito_trakinas_recheado_chocolate_126g_1-jcrmuccjhf.jpg
1358;guloseimas;2475;Biscoito Recheado Trakinas Morango 126G;R$ 2;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129114/trakinas-morango-126g-azqltivzy3.jpg
1359;guloseimas;2455;Nesquik em pó Sabor Morango 380G;R$ 15;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902424/nesquik-em-po-nestle---lt-380g-k937hg5b01.JPG
1360;guloseimas;2454;Nescau em pó Nestlé 1;02 KG;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902421/nescau-em-po-nestle---pct-1-02-kg-43w9grjvx8.jpg
1361;guloseimas;2450;Chocolate Recheio Macio Lollo Caixa com 30 und x 28g;R$ 84;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902416/lolo-j45qcisvmk.JPG
1362;guloseimas;2447;Chocolate KITKAT Fingers ao Leite caixa com 24 und x 41;5g;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902411/kit-kat-caixa-k9rk3pfuin.JPG
1363;guloseimas;2445;Chocolate Baton Ao Leite Garoto Caixa com 30 und x 16gr;R$ 45;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902407/baton-bfznafkc9s.JPG
1364;guloseimas;2444;Chocolate Baton Branco Garoto Caixa com 30 und x 16g;R$ 41;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902405/baton-branco-sv0yykj59o.JPG
1365;guloseimas;2377;Chocolate Amandita 200g;R$ 15;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220119316/amandita-hybynru0k0.JPG
1366;guloseimas;2402;Caixa De Bala Drops Halls Sabor Cereja - C/21 Unid;R$ 24;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219994392/caixa-cereja-biz8fjmwkx.jpg
1367;guloseimas;2401;Caixa de Bala Drops Halls Extra Forte Preto C/21 Unidades;R$ 24;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219994391/caixa-extra-fort-x9aiayeoc5.jpg
1368;guloseimas;2400;Caixa De Bala Drops Halls Sabor Morango - C/21 Unid;R$ 24;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219994389/caixa-morango-0eghou7d4j.jpg
1369;guloseimas;2404;Goma de Mascar Trident Melancia Caixa - 21X8gr;R$ 37;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219636203/caixa-melancia-d4b3vtczs8.jpg
1370;guloseimas;2383;Goma de Mascar Trident Tutti Fruti Caixa - 21X8gr;R$ 37;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219636200/caixa-tutti-sc59vdv0hw.jpg
1371;guloseimas;2386;Goma de Mascar Trident Hortelã Caixa - 21X8gr;R$ 37;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219635842/caixa-hortela-9lu58c94cf.jpg
1372;guloseimas;2385;Goma de Mascar Trident Menta Caixa - 21X8gr;R$ 37;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219597314/caixa-triden-men-utb1pm0me6.jpg
1373;guloseimas;1341;Chocolate Bis Laka Lacta 100;8G;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115193544/0fa162e6a4.jpg
1374;guloseimas;1336;Chocolate Bis Ao Leite Lacta 100;8G;https://cdn.awsli.com.br/300x300/1284/1284671/produto/115193534/0fd4496f33.jpg
1375;guloseimas;2579;Bombom Lacta Favoritos 250;6G;https://cdn.awsli.com.br/300x300/1284/1284671/produto/248776755/bombom-lacta-favoritos-250-6g-k4eut17xp3.JPG
1376;guloseimas;2481;Bala Bubbaloo Patinhas Morango Cítrico 82;5g;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129127/bala-azedinha-bubbaloo-sabor-morango-82-5g-143-y741ph328j.jpg
1377;guloseimas;2480;Bala Bubbalo Rabinho de Gato Blueberry Cítrica 82;5g;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129123/bubbaloo-bala-citrica-blueberry-82-5g-uxo2v3fvji.JPG
1378;guloseimas;2479;Bala Bubbaloo Gato Mix Cítrico 82;5g;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129122/bubbaloo-bala-citrica-mix-gato-82-5g-a49f1l17j1.jpg
1379;guloseimas;2478;Bala Bubbaloo Gatos Mix de Frutas 75g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129120/bubbaloo-bala-mix-gato-75g-zb8394wgby.JPG
1380;guloseimas;2477;Bala Bubbaloo Gato Patinhas Tutti Frutti 75g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/231129118/1597_bala_tutti_frutti_patinhas_bubbaloo_pacote_75g_1-d5k2ncfget.jpg
1381;guloseimas;2462;Doce de Leite Com Castanha do Pará Portão do Cambuí Caixa com 40 unid - 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228936371/doce-de-leite-c-castanha-do-para_22-31-0-97rtp8u6eu.jpg
1382;guloseimas;2461;Doce de Leite Com Coco Portão do Cambuí Caixa com 40 unid - 960g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228936367/doce-de-leite-c-coco_23-31-0-7gbt4lao9e.jpg
1383;guloseimas;2460;Doce de Leite Portão do Cambuí Caixa com 40 unid - 1kg;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/228936365/doce-de-leite-tradicional_24-31-0-h0fdcyl0rh.jpg
1384;guloseimas;2428;Refresco em Pó Tang Morango Caixa com 18UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955960/tang-morango---ds-c-18unx18g-ny6696klue.jpg
1385;guloseimas;2427;Refresco em Pó Tang Maracujá Caixa com 18UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955959/tang-maracuja---ds-c-18unx18gg-op7kr1yhp8.jpg
1386;guloseimas;2397;Refresco em Pó Tang Abacaxi Caixa Com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955957/tang-abacaxi---ds-c-10unx18g-dwfluv8fzx.JPG
1387;guloseimas;2396;Refresco em Pó Tang Laranja Caixa com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955955/tang-laranja---ds-c-10unx18g-t4ui9wn19r.JPG
1388;guloseimas;2395;Refresco em Pó Tang Uva Caixa com 10UNX18G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226955954/tang-uva---ds-c-10unx18g-braxxegl8q.JPG
1389;guloseimas;2449;Chocolate Prestígio Display Caixa com 30 und x 33G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902413/prestigio-pz6phzzfhi.JPG
1390;guloseimas;2448;Chocolate Chokito Caixa com 30 x 32gr - Nestlé;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902412/chokito-guc223zds0.JPG
1391;guloseimas;2446;Chocolate Suflair ao Leite Caixa com 20 und x 50g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902409/suflair-wvb494lz1a.jpg
1392;guloseimas;2443;Chocolate Charge Caixa Com 30un x 40g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/226902403/charge-jx10zfb1zc.JPG
1393;guloseimas;2410;Tablete Chocolate Laka 34g Com 12 unidades Lacta;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/221511009/chocolate-laka---ax05njt989.jpg
1394;guloseimas;2379;Tablete Chocolate Lacta Laka 80g Caixa 17X80g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/221511007/chocolate-laka---59jwk0r8so.jpg
1395;guloseimas;2378;Chocolate Lacta Ao Leite 80g Caixa 17X80g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/221511006/chocolate-lacta-5361c7wmy0.jpg
1396;guloseimas;2376;Tablete Chocolate Ao Leite 34g com 12 unidades Lacta;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/221511002/chocolate-lacta-o1ad50olje.jpg
1397;guloseimas;2405;Goma de Mascar Melancia Zero Açúcar Trident Caixa 12x25;2g;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220103794/melanci-25-2-cai-gi9vpynryv.JPG
1398;guloseimas;2390;Goma de Mascar Menta Zero Açúcar Trident Caixa 12x25;2g;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220103792/menta-caixa-25-2-srihvbudnm.jpg
1399;guloseimas;2381;Chocolate Bis Xtra ao Leite Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093570/caixa-bis-xtra-ex2bi6bc2f.jpg
1400;guloseimas;2380;Chocolate Bis Xtra Black Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093569/caixa-bis-black-zk87229lzq.jpg
1401;guloseimas;2382;Chocolate Bis Xtra Oreo Caixa 24X45G;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/220093566/caixa-bis-xtra-o-pg2a9iyow7.jpg
1402;guloseimas;2403;Biscoito Mini Oreo 10x35g;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/219992809/oreo-caixa-p7ymbu5ou9.jpg
1403;embalagens;716;Emb. Galvanotek GA 10 Leva Doce Alto 100 und;R$ 41;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59478151/a7c74345ad.jpg
1404;embalagens;726;Emb. Galvanotek G 650 Um Doce Quadrada 300 und;R$ 121;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59477048/49fff6dda7.jpg
1405;embalagens;455;Emb. Galvanotek G 45 CT Leva Doce Media 50 und;R$ 268;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59241631/96a4be3711.jpg
1406;embalagens;1394;Emb. Galvanotek G 33 Panetone 100 und;R$ 201;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59199689/50b4052327.jpg
1407;embalagens;718;Emb. Galvanotek G 32 MM Bolo e Torta  100 und;R$ 84;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59199394/9a17eab2bd.jpg
1408;embalagens;856;Emb. Galvanotek G 63 para Bolos Retangular 100 und;R$ 163;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49763371/48709c5181.jpg
1409;embalagens;207;Bandeja Regina Laminada Rocambole com 20 und;R$ 42;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117272364/5e1a903eda.jpg
1410;embalagens;817;Forminhas Regina N.0 Pacote com 1000 unid;R$ 41;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250287/dc6e20a570.jpg
1411;embalagens;822;Forminhas Regina N.5 Pacote com 1000 unid;R$ 17;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250204/fe827ed176.jpg
1412;embalagens;1361;Emb. Galvanotek G 32 CT Média Bolo Mini 100 und;R$ 269;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113135327/1892495b84.jpg
1413;embalagens;720;Emb. Galvanotek G 50 MIL. Torta Pequena com 50 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/86251513/d00dea2013.jpg
1414;embalagens;459;Emb. Galvanotek GA 90 Pote Retangular 500ml 200 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59479069/b35f573645.jpg
1415;embalagens;717;Emb. Galvanotek GA 20 Rocambole Alto 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59479019/ee2f19c200.jpg
1416;embalagens;741;Emb. Galvanotek GA 18 Rocambole Baixo 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59478245/d52d4c806e.jpg
1417;embalagens;461;Emb. Galvanotek GA 88 Pote Retangular 250ml 200 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59477958/40992e3f64.jpg
1418;embalagens;715;Emb. Galvanotek GA 08 Leva Doce Baixo  100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59477841/9fd8c9d02b.jpg
1419;embalagens;453;Emb. Galvanotek G 07 Multiuso 200ml 200 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59477742/9c57a1bb9d.jpg
1420;embalagens;238;Emb. Galvanotek G 690 Cup Cake Baixo 300 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59477573/9b17ec15c1.jpg
1421;embalagens;725;Emb. Galvanotek G 670 Mousse Tampa Alta 500 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59477199/17597ecade.jpg
1422;embalagens;1119;Emb. Galvanotek G 645 Mini Um Doce Redondo 300 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59476575/5c34715179.jpg
1423;embalagens;724;Emb. Galvanotek G 640 Um Doce Redondo 300 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59476490/3646114cad.jpg
1424;embalagens;723;Emb. Galvanotek G 630 Fatia Torta 300 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59476382/50fb56eaff.jpg
1425;embalagens;1357;Emb. Galvanotek G 62 Fatia Retangular Millenium 150 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59431096/6b116ecbec.jpg
1426;embalagens;721;Emb. Galvanotek G 56 Torta Média com 50 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59246220/d6ced0952b.jpg
1427;embalagens;719;Emb. Galvanotek G 40 Pudim Alto 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59241071/8788eca5aa.jpg
1428;embalagens;458;Emb. Galvanotek G 37 Torta Alta 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59238995/d45caaf963.jpg
1429;embalagens;744;Emb. Galvanotek G 38 Pudim Baixo 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59199977/60fa55bc57.jpg
1430;embalagens;142;Emb. Galvanotek G 35 Torta Bolos Alta 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/59199912/28e273436b.jpg
1431;embalagens;456;Emb. Galvanotek G 35 Torta 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/58946135/f008dbbadf.jpg
1432;embalagens;1238;Emb. Galvanotek G 15 Quatro Doces;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/58945479/9e59c0e0c2.jpg
1433;embalagens;728;Emb. Galvanotek G 635  Mini Fatia 400 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49763373/2650ec70cd.jpg
1434;embalagens;727;Emb. Galvanotek G 70 para Fatias 40 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49763372/9b4cd31f4a.jpg
1435;embalagens;729;Emb. Galvanotek G 32 Baixa Bolo e Torta 100 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49763370/37b909dda2.jpg
1436;embalagens;722;Emb. Galvanotek G 60 Grande 2;2kg 50 und;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49763369/34aa428a0e.jpg
1437;embalagens;158;Emb. Galvanotek G 56 para Torta Média Alta 50 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/49763368/d95fed80b0.jpg
1438;embalagens;1495;COPO BOLHA  PRA LEVAH 500ML COM 25 UNIDADES;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/132276153/514f033ae0.jpg
1439;embalagens;1298;Bandeja Isopor 210X140X17 400 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117587536/d6c127ce6c.jpg
1440;embalagens;1297;Bandeja Isopor 150X150X20 400UN;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117587527/011e4ae706.jpg
1441;embalagens;305;Forminhas Regina N.00 Pacote com 1000 unid;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117276368/bbd54c93d1.jpg
1442;embalagens;843;Prato Laminado Regina 6 31 cm pacote com 20 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117272510/71e9815532.jpg
1443;embalagens;841;Prato Laminado Regina 4 25 cm Pacote com 20 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117272495/eb0ba65759.jpg
1444;embalagens;375;Prato Laminado Regina 5 28 cm pacote com 20 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117272467/280c91bf3f.jpg
1445;embalagens;460;Prato Laminado Regina 7 35;5 cm pacote com 20 und;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117272336/cf5859c98b.jpg
1446;embalagens;819;Forminhas Regina N.2 Pacote com 1000 unid;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250307/0a8ea5976e.jpg
1447;embalagens;818;Forminhas Regina N.1 Pacote com 1000 unid;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250295/38182edaca.jpg
1448;embalagens;820;Forminhas Regina N.3 Pacote com 1000 unid;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250273/fce6293489.jpg
1449;embalagens;821;Forminhas Regina N.4 Pacote com 1000 unid;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250256/9b2f1ed451.jpg
1450;embalagens;823;Forminhas Regina N.6 Pacote com 1000 unid;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/117250141/b11e521aae.jpg
1451;embalagens;1362;Emb. Galvanotek G 50 CT Média Torta Pequena com 50 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/113135344/cac9202725.jpg
1452;embalagens;971;Emb. Galvanotek G 50 Alta MIL. Torta Pequena com 50 und;N/A;https://cdn.awsli.com.br/300x300/1284/1284671/produto/101662796/8d3c1459ab.jpg
